row_id,column,value,prior_error_type,prior_source,is_error,error_type,confidence,suggested_fix,llm_reason
468,Stateavg,al_ami-3,DIST,stage2,False,NONE,0.99,,Stateavg符合州缩写+度量代码格式，与State和MeasureCode匹配，且在正常样例中。
471,PhoneNumber,334774x601,FI,stage1,True,FI,0.95,,包含非数字字符'x'，不符合10位纯数字北美电话号码格式
471,City,ozark,DIST,stage2,False,NONE,0.95,,ozark是AL州Dale County的真实城市，与同行State、ZipCode、CountyName一致
472,Score,empty,MV,stage1,False,NONE,0.95,,Sample 为 '0 patients'，Score 为 'empty' 属于合理缺失，非错误。
472,Address,126xhospitalxave,T,stage1,True,T,0.98,126 hospital ave,与高频值 '126 hospital ave' 编辑距离为2，'x' 极可能为空格误输。
473,MeasureName,heaxt failuxe patients given dischaxge instxuctions,VAD,stage1,True,T,0.98,heart failure patients given discharge instructions,"Multiple typos: 'heaxt'->'heart', 'failuxe'->'failure', 'dischaxge'->'discharge', 'instxuctions'->'instructions'; corresponds to MeasureCode 'hf-1'."
474,City,ozarx,T,stage1,True,T,0.95,ozark,与正常样本'ozark'编辑距离1，且州AL和邮编36360指向Ozark市
474,HospitalOwner,government - hospital district or authority,DIST,stage2,False,NONE,0.99,,该值已出现在正常样例中，为合法类别
477,Stateavg,ax_pn-2,FI,stage1,True,VAD,0.95,al_pn-2,Prefix 'ax' conflicts with row's State (should match); State is likely 'al' based on other columns and normal samples.
477,State,xl,VAD,stage1,True,VAD,0.95,al,City/County are in Alabama; ProviderNumber strongly associates with 'al'; 'xl' is a rare variant likely a typo.
478,HospitalType,acute care hospitals,DIST,stage2,False,NONE,0.95,,Value matches a normal sample; no typo or inconsistency found.
481,MeasureName,pneumonia patients given the most appropriate initial antibiotic(s),DIST,stage2,False,NONE,1.0,,该值出现在正常样本中，且与上下文一致，是合法值
482,Sample,62 patientx,FI,stage1,True,T,0.95,62 patients,末尾应为'patients'而非'patientx'，与正常样例不符，属于拼写错误
483,State,xl,VAD,stage1,True,T,0.95,al,"State should be AL based on ZipCode 36360 and Stateavg prefix al, 'xl' is likely a typo for 'al'."
484,Address,1x6 hospital ave,T,stage1,True,T,0.95,126 hospital ave,疑似OCR误读，'1x6'应为'126'，且高频值126 hospital ave出现23次，编辑距离1，结合正常地址格式不含'x'，判定为拼写错误
485,City,xzark,T,stage1,True,T,0.95,ozark,"City 'xzark' is likely a typo for 'ozark', which matches the State 'AL' and ZipCode '36360' (Ozark, AL). Edit distance 1 to high-frequency 'ozark'."
487,Score,empty,MV,stage1,False,NONE,0.95,,"Score 'empty' consistent with Sample '0 patients', expected missing indicator."
487,MeasureName,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,DIST,stage2,False,NONE,0.9,,MeasureName matches MeasureCode 'scip-inf-4' and is a valid clinical measure description; unusual but not erroneous.
488,Score,1xx%,FI,stage1,True,FI,0.95,,Score '1xx%' does not match percentage pattern; contains non-digit characters.
488,MeasureCode,scip-inf-6,DIST,stage2,False,NONE,0.9,,MeasureCode 'scip-inf-6' is consistent with Condition and Stateavg; likely a valid but rare code.
488,Stateavg,al_scip-inf-6,DIST,stage2,False,NONE,0.9,,Stateavg 'al_scip-inf-6' matches State 'al' and MeasureCode 'scip-inf-6'; consistent with pattern.
489,Condition,surgical infection prevention,DIST,stage2,False,NONE,0.95,,该值与 MeasureCode 相符，且是正常样例中的标准值，跨列（Stateavg）一致，无错误迹象。
490,ZipCode,x6x60,FI,stage1,True,FI,0.95,36360,"ZipCode应全为数字，'x6x60'疑似OCR错误，结合City=ozark, State=AL，正确应为36360。"
490,HospitalType,acute caxe hospitals,FI,stage1,True,T,0.9,acute care hospitals,HospitalType仅有一个合法取值'acute care hospitals'，'caxe'为'care'的拼写变体，属于typo。
491,Score,empty,MV,stage1,False,NONE,0.95,,"Sample is 0 patients, so score is not applicable; 'empty' correctly indicates no data."
491,Condition,heart attack,DIST,stage2,False,NONE,0.99,,Condition 'heart attack' is correctly spelled and consistent with MeasureCode AMI-1 and MeasureName.
491,City,centre,DIST,stage2,False,NONE,0.99,,City 'Centre' is a real city in Alabama matching Cherokee County; no error.
492,EmergencyService,yxs,VAD,stage1,True,VAD,0.5,yes,LLM 未返回该格判定，沿用前序结果（兜底）。
492,Condition,heart attack,DIST,stage2,True,OTHER,0.5,,LLM 未返回该格判定，沿用前序结果（兜底）。
493,HospitalType,acute care hxspitals,FI,stage1,True,T,0.95,acute care hospitals,值包含明显拼写错误（hxspitals → hospitals），与正常样本仅一个合法取值及其变体不符，属于typo
493,HospitalOwner,voluntaryxnon-profitx-xprivate,FI,stage1,True,T,0.95,voluntary non-profit - private,值中用'x'替代了空格和连字符，属于系统拼写错误，应修正为标准枚举值
493,Score,empty,MV,stage1,False,NONE,0.95,,同行Sample为'0 patients'，Score为'empty'是合理的缺失表示，非数据错误
493,MeasureName,hxart attack patixnts givxn ace inhibitor or arb for lxft vxntricular systolic dysfunction (lvsd),VAD,stage1,True,VAD,0.98,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),值大量字符被'x'替换，与MeasureCode='ami-3'对应的标准MeasureName不一致，违反跨列依赖，需修正为标准名称
494,Score,empty,MV,stage1,True,MV,0.95,,Score 应为百分比数值，当前值为缺失哨兵 'empty'，且同行 Sample 为 '0 patients'，分数不可用，确为缺失值。
494,Condition,heart attack,DIST,stage2,False,NONE,0.99,,'heart attack' 拼写正确，与同行 MeasureCode 'ami-4' 等一致，为有效值，前序标记为误报。
494,ZipCode,35960,DIST,stage2,False,NONE,0.99,,邮编 35960 是阿拉巴马州 Centre 市的有效邮编，与同行 City 和 State 匹配，非错误。
495,MeasureCode,ami-x,FI,stage1,True,FI,0.9,ami-2,MeasureCode应以数字结尾，而非字母x，正常样例中ami-2符合规范且与Condition对应
495,Score,empty,MV,stage1,True,MV,0.95,,'empty'为缺失值哨兵，应表示为缺失而非字符串
495,Condition,heart attack,DIST,stage2,False,NONE,0.95,,'heart attack'为正确值，与同行MeasureCode、MeasureName一致，分布模型误报
496,Score,empty,MV,stage1,True,MV,0.99,,缺失值哨兵'empty'，应为百分比数字
496,Sample,0 patxents,FI,stage1,True,T,0.95,0 patients,'patxents'拼写错误，应为'patients'
496,Condition,heart attack,DIST,stage2,False,NONE,0.99,,'heart attack'为正确值，与MeasureName一致，误报
497,HospitalType,acutx carx hospitals,FI,stage1,True,T,0.8,acute care hospitals,明显的拼写错误，正确值应为 'acute care hospitals'，尽管正常样例中出现了该错误变体。
497,Score,empty,MV,stage1,True,MV,1.0,,值为 'empty' 明确指示缺失，且样本数为0，无法推算。
497,Condition,heart attack,DIST,stage2,False,NONE,1.0,,'heart attack' 是合法值，与正常样例一致且与同行诊断、指标完全匹配，前序标记为误报。
498,City,centre,DIST,stage2,False,NONE,0.95,,"Centre is a real city in AL (Cherokee County, ZIP 35960), consistent with row context; typical city spelling matches normal samples case."
499,ZipCode,x5960,FI,stage1,True,FI,0.95,35960,"ZipCode should be 5-digit number; 'x5960' is likely a typo for '35960', the correct zip for Centre, AL (Cherokee County)."
502,Sample,44 paxienxs,FI,stage1,True,T,0.95,44 patients,Typo: 'paxienxs' should be 'patients'
502,CountyName,chxrokxx,VAD,stage1,True,T,0.95,cherokee,"Typo: 'chxrokxx' should be 'cherokee', consistent with HospitalName and ZipCode"
502,Score,93%,DIST,stage2,False,NONE,0.8,,Score 93% is within normal range and format matches; distribution flag likely false positive
504,State,ax,VAD,stage1,True,T,0.95,al,"State 'ax' is likely a typo for 'al', as indicated by Stateavg 'al_pn-4' and typical mapping from ProviderNumber 10022."
506,Condition,pneumonix,FI,stage1,True,T,0.95,pneumonia,Typo: should be 'pneumonia' based on MeasureName about pneumonia.
506,Score,93x,FI,stage1,True,FI,0.9,93%,Percentage should end with '%' not 'x'.
507,MeasureName,pneumonix pxtients assessed xnd given influenzx vxccinxtion,VAD,stage1,True,T,0.99,pneumonia patients assessed and given influenza vaccination,"Contains multiple typos (pneumonix->pneumonia, pxtients->patients, xnd->and, influenzx->influenza, vxccinxtion->vaccination), failing to match the expected MeasureName for MeasureCode 'pn-7'."
508,Score,empty,MV,stage1,True,MV,0.95,,值为缺失哨兵'empty'，正常值为百分数，无跨列依赖表明其合理
508,Sample,empty,MV,stage1,True,MV,0.95,,值为缺失哨兵'empty'，正常值为类似'X patients'的计数，无跨列依赖表明其合理
509,Score,0%,DIST,stage2,False,NONE,0.9,,虽然0%在正常高值样本中显得异常，但样本量仅2例，可能真实反映零依从；格式合法，无跨列矛盾，前序DIST为误报。
509,State,al,DIST,stage2,False,NONE,0.99,,'al'是标准阿拉巴马州两位缩写，与城市centre、郡cherokee一致；正常样本含'al'，前序标记为误报。
511,HospitalType,acuxe care hospixals,FI,stage1,True,T,0.95,acute care hospitals,Typo: 'acuxe care hospixals' should be 'acute care hospitals' with multiple character substitutions.
511,MeasureCode,scip-inf-3,DIST,stage2,False,NONE,0.95,,"Stateavg 'al_scip-inf-3' is consistent with State 'al' and MeasureCode 'scip-inf-3'; code matches Condition and MeasureName, likely valid."
512,Score,empty,MV,stage1,True,MV,0.95,,Score为'empty'表示缺失值哨兵，且Sample为'0 patients'确认该指标无数据。
512,MeasureCode,scip-inf-4,DIST,stage2,False,NONE,0.9,,MeasureCode与Stateavg列值'al_scip-inf-4'完全一致（前缀State+下划线+MeasureCode），且与Condition外科感染预防主题语义相符，应为有效罕见code，前序分布异常标记为误报。
513,CountyName,chxrokxx,VAD,stage1,True,T,0.95,cherokee,"Value 'chxrokxx' is a misspelling of 'cherokee', consistent with hospital name and location (Centre, AL is in Cherokee County)."
514,Score,1xx%,FI,stage1,True,FI,0.95,,"Value '1xx%' contains non-numeric 'xx', not a valid percentage format outside 100% and 97% normal samples."
516,PhoneNumber,3342xx2100,FI,stage1,True,FI,1.0,,"Phone number contains non-numeric characters 'xx', should be 10 digits."
517,City,montxomery,T,stage1,True,T,0.99,montgomery,City 'montxomery' 与 CountyName 'montgomery' 及正常样例 'montgomery' 编辑距离为 1，明显为拼写错误。
521,Score,empty,MV,stage1,True,MV,0.95,,"'empty' is a missing value sentinel, not a real score."
521,EmergencyService,yxs,VAD,stage1,True,T,0.9,yes,"Likely a typo for 'yes', keyboard proximity (y and x are close) and context of acute care hospital."
523,Sample,25x patients,FI,stage1,True,FI,0.95,25 patients,Value contains non-numeric 'x'; normal samples are numeric followed by ' patients'.
523,City,montgomery,DIST,stage2,False,NONE,0.98,,"City is a valid city name present in normal samples, and matches State 'al' and CountyName 'montgomery'."
526,HospitalOwner,volxntary non-profit - chxrch,FI,stage1,True,T,0.95,voluntary non-profit - church,"typo in 'volxntary' and 'chxrch', matches normal sample 'voluntary non-profit - church'"
527,CountyName,monxgomery,T,stage1,True,T,0.99,montgomery,与同城市'Montgomery'及正常样例不一致，明显拼写错误，应为'montgomery'
527,MeasureCode,pn-2,DIST,stage2,False,NONE,0.99,,正常样例中出现'pn-2'，且与同行Condition、MeasureName一致，无错误
532,HospitalType,acute care hosxitals,FI,stage1,True,T,0.95,acute care hospitals,"""hosxitals"" 是 ""hospitals"" 的拼写错误，正常样例如 ""acute care hospitals""，当前值与之一致但字母错位。"
532,Sample,87 patientx,FI,stage1,True,T,0.95,87 patients,"""patientx"" 应为 ""patients""，拼写错误，格式应为数字+空格+patients。"
532,HospitalName,baptist medical cexter south,T,stage1,True,T,1.0,baptist medical center south,"""cexter"" 明显是 ""center"" 的拼写错误，高频正确值为 ""baptist medical center south""。"
532,MeasureName,pxeumoxia patiexts assessed axd givex ixfluexza vaccixatiox,VAD,stage1,True,T,0.99,pneumonia patients assessed and given influenza vaccination,整个字符串是正确措辞的系统性拼写错误，MeasureCode 为 pn-7，正确 MeasureName 应为上述文本。
536,EmergencyService,yex,VAD,stage1,True,T,0.9,yes,"yex is a typo of 'yes', consistent with majority for this provider and normal values"
536,Stateavg,al_scip-inf-3,DIST,stage2,False,NONE,0.95,,"Stateavg is correctly formed as state abbreviation + measure code, consistent with State='al' and MeasureCode='scip-inf-3'; anomaly flag likely due to rare measure but value is valid"
540,CountyName,montgomexy,T,stage1,True,T,0.95,montgomery,CountyName 'montgomexy' 与同行的 City 'montgomery' 及正常样例 'montgomery' 仅差一个字符，明显是拼写错误。
544,ZipCode,3x10x,FI,stage1,True,FI,0.99,,"Value contains letters 'x', not a valid 5-digit ZIP code. Normal samples are all numeric."
544,PhoneNumber,3342938000,DIST,stage2,False,NONE,0.95,,"10-digit number, area code 334 matches Montgomery, AL region. No format issue; likely false positive."
545,MeasureName,heaxt attack patients given beta blockex at dischaxge,VAD,stage1,True,T,0.99,heart attack patients given beta blocker at discharge,"Multiple typos: 'heaxt'->'heart', 'blockex'->'blocker', 'dischaxge'->'discharge'"
546,Score,empty,MV,stage1,True,MV,0.98,,Score 应为百分比，但值为缺失哨兵 'empty'，正常值为百分数字符串。
546,Sample,x patients,FI,stage1,True,FI,0.97,,Sample 应为数字+空格+patients 格式，但包含非数字字符 'x'，不符合列规范。
546,HospitalOwner,voluntary non-profit - private,DIST,stage2,False,NONE,0.99,,当前值与正常样本列表中的合法类别完全一致，前序标记为误报。
548,PhoneNumber,3342938xxx,FI,stage1,True,FI,0.5,,LLM 未返回该格判定，沿用前序结果（兜底）。
551,CountyName,monxgomery,T,stage1,True,T,0.95,montgomery,与'City'和'State'列一致，且常见值为'montgomery'，编辑距离1，明显拼写错误。
551,MeasureCode,hf-4,DIST,stage2,False,NONE,0.9,,正常样本包含'hf-4'，且与'MeasureName'和'Stateavg'列语义一致，无错误。
553,HospitalType,acute care hospitals,DIST,stage2,False,NONE,1.0,,当前值'acute care hospitals'是正确且完整的医院类型描述，出现在正常样例列表中，与同行其他列无矛盾，标记为误报。
554,Sample,74 patxents,FI,stage1,True,T,0.95,74 patients,Typo: 'patxents' should be 'patients'.
554,ProviderNumber,10024,DIST,stage2,False,NONE,0.9,,"Valid provider ID format; within normal range, no context issue."
554,MeasureName,pneumonia patients given smoking cessation advice/counseling,DIST,stage2,False,NONE,0.95,,Exact match in normal samples; consistent with MeasureCode and Condition.
555,Condition,pxeumoxia,FI,stage1,True,T,0.95,pneumonia,明显是pneumonia的拼写错误，与行内MeasureName等上下文一致。
555,Stateavg,al_pn-5x,VAD,stage1,True,VAD,0.98,al_pn-5c,违反跨列依赖：MeasureCode为pn-5c，State为al，Stateavg应为al_pn-5c，但实际为al_pn-5x。
559,ProviderNumber,1xx24,FI,stage1,True,FI,1.0,,"Contains non-digit characters 'xx', expected 5-digit numeric per normal samples."
559,State,xl,VAD,stage1,True,VAD,1.0,al,"State 'xl' is neither a valid USPS code nor consistent with City Montgomery, ZipCode 36106, and HospitalName; Stateavg prefix 'al_' strongly indicates correct state is AL."
560,HospitalName,jaxkson hospital & xlinix inx,VAD,stage1,True,T,0.96,jackson hospital & clinic inc,"ProviderNumber 10024 对应的 HospitalName 在历史记录中绝大多数为 'jackson hospital & clinic inc'，当前值存在明显拼写差异（'jaxkson' vs 'jackson', 'xlinix inx' vs 'clinic inc'），且跨列依赖表明应为固定映射，判定为拼写错误。"
560,HospitalOwner,voluntary non-profit - private,DIST,stage2,False,NONE,0.95,,该值 'voluntary non-profit - private' 出现在正常样本中，且与同行其他列（如 HospitalType='acute care hospitals'）无冲突，无任何异常迹象，前序标记为误报。
561,PhoneNumber,33x2938000,FI,stage1,True,FI,0.95,3342938000,含字母'x'，不符合10位数字的北美电话号码格式；基于同州样本推测区号可能为334，x疑为4的误触
561,Sample,817 patients,DIST,stage2,False,NONE,0.8,,大样本量（817患者）在手术感染预防指标中可能合理，且与整行其他列无冲突，分布异常不足以判定为错误
562,PhoneNumber,3342938xxx,FI,stage1,True,FI,0.95,,含非数字字符'xxx'，不符合10位数字格式
562,MeasureName,allxheartxsurgeryxpatientsxwhosexbloodxsugarx(bloodxglucose)xisxkeptxunderxgoodxcontrolxinxthexdaysxrightxafterxsurgery,VAD,stage1,True,VAD,0.95,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,空格被替换为'x'，与MeasureCode scip-inf-4的标准名称不符
563,HospitalOwner,voluntary non-profit - private,DIST,stage2,False,NONE,0.95,,该值出现在正常样例中，属于合法取值，无跨列不一致，标记为误报。
563,Sample,1062 patients,DIST,stage2,False,NONE,0.9,,格式正确（数字+patients），该医院指标患者数量大但合理，无跨列矛盾，仅因离群被标记。
564,Stateavg,al_scipxvtex1,FI,stage1,True,FI,0.95,al_scip-vte-1,应遵循'al_'+MeasureCode格式，当前值缺少连字符且拼写有误，与同列正常样例不匹配
564,EmergencyService,xes,VAD,stage1,True,T,0.95,yes,根据ProviderNumber历史，该院多数为'yes'，'xes'为'yes'的常见拼写错误
567,Stateavg,xl_xmi-2,FI,stage1,True,T,0.95,al_ami-2,值与State='al'和MeasureCode='ami-2'不匹配，'xl'应为'al'，'xmi'应为'ami'，属于拼写错误。
572,PhoneNumber,334x561400,FI,stage1,True,FI,0.95,,包含非数字字符'x'，不符合10位纯数字北美电话号码格式
572,HospitalOwner,voluntary non-profit - otxer,FI,stage1,True,T,0.98,voluntary non-profit - other,'otxer' 是 'other' 的明显拼写错误
572,Score,empty,MV,stage1,True,MV,1.0,,值为缺失哨兵 'empty'，表示无数据
572,State,ax,VAD,stage1,True,VAD,0.95,al,与同行 Stateavg 前缀 'al' 及 ProviderNumber 历史分布矛盾，且 City/Zip 对应 Alabama
577,EmergencyService,yes,DIST,stage2,False,NONE,0.95,,取值 'yes' 是该列最常见合法值，且与医院类型 'acute care hospitals' 一致，无跨列矛盾。前序标记为分布异常但正常样例中已包含 'yes'，判定为误报。
578,City,vallex,T,stage1,True,T,0.95,valley,City name should be 'valley' matching zip 36854 and county chambers
578,CountyName,xhambers,T,stage1,True,T,0.95,chambers,County should be 'chambers' consistent with city Valley and zip 36854
579,EmergencyService,xes,VAD,stage1,False,NONE,0.9,,正常样例中包含'xes'，表明该值可能是有效编码，不违反跨列依赖。
580,Sample,50 pxtients,FI,stage1,True,T,0.99,50 patients,pxtients 应为 patients
580,MeasureCode,px-5c,T,stage1,True,T,1.0,pn-5c,px 应为 pn；与 Stateavg 的 pn-5c 一致
580,MeasureName,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,DIST,stage2,False,NONE,0.95,,该名称与 Condition 和 MeasureCode (pn-5c) 一致，是有效措施描述
587,Score,empty,MV,stage1,True,MV,0.9,,Score应为百分比或空；样本为0患者时分数缺失，但'empty'字符串不当，应为真正的缺失值
587,EmergencyService,xes,VAD,stage1,True,T,0.85,yes,'xes'很可能是'yes'的拼写错误，且同医院多数记录为'yes'，正常样本中'xes'为异常变体
588,HospitalType,acuxe care hospixals,FI,stage1,True,T,0.95,acute care hospitals,拼写错误：acuxe应为acute，hospixals应为hospitals
588,Sample,172 patxents,FI,stage1,True,T,0.95,172 patients,拼写错误：patxents应为patients
590,City,vxlley,T,stage1,True,T,0.95,valley,"Typo: 'vxlley' has edit distance 1 to 'valley', a valid Alabama city matching zip 36854 and county Chambers."
590,CountyName,chaxbers,T,stage1,True,T,0.95,chambers,"Typo: 'chaxbers' has edit distance 1 to 'chambers', the correct county for Valley, AL."
591,Score,empty,MV,stage1,True,MV,1.0,,"Score is missing sentinel 'empty', should be a percentage score like the normal samples (e.g., '95%')"
591,Sample,empty,MV,stage1,True,MV,1.0,,"Sample is missing sentinel 'empty', should be a patient count like 'X patients'"
591,Condition,heart attack,DIST,stage2,False,NONE,1.0,,'heart attack' is correctly spelled and matches MeasureName and MeasureCode; prior flag is a false positive
592,Score,empty,MV,stage1,True,MV,0.95,,Value 'empty' is a missing indicator; score not reported
592,Sample,empty,MV,stage1,True,MV,0.95,,Value 'empty' is a missing indicator; sample size not reported
592,State,ax,VAD,stage1,True,T,0.99,al,Should be 'al' (Alabama) based on ProviderNumber and ZipCode
592,Condition,heart attack,DIST,stage2,False,NONE,0.99,,Correct value consistent with measure
593,PhoneNumber,33x8972257,FI,stage1,True,FI,0.95,3348972257,北美电话号码应为10位纯数字，当前包含字母'x'，极可能是'4'的误录，且修复后区号334在正常样例中存在
593,Score,empty,MV,stage1,True,MV,1.0,,值为缺失哨兵'empty'，并非百分比得分
593,Sample,empty,MV,stage1,True,MV,1.0,,值为缺失哨兵'empty'，并非患者数量
594,Score,empty,MV,stage1,True,MV,0.95,,值为缺省哨兵 'empty'，该列正常值为百分比字符串
594,Sample,empty,MV,stage1,True,MV,0.95,,值为缺省哨兵 'empty'，该列正常值为患者计数
594,Condition,heart attack,DIST,stage2,False,NONE,0.9,,值正确，出现在正常样例中，且与同行 MeasureName 一致，前序标记为误报
595,Score,empty,MV,stage1,True,MV,1.0,,"Score field contains missing sentinel 'empty', should be a percentage score."
595,Sample,empty,MV,stage1,True,MV,1.0,,"Sample field contains missing sentinel 'empty', should be a patient count."
595,Condition,heart attack,DIST,stage2,False,NONE,0.95,,Condition 'heart attack' is a valid value and consistent with MeasureName; flagged as DIST but present in normal samples.
596,Score,empty,MV,stage1,True,MV,0.95,,Value 'empty' is a missing value indicator; should be a percentage like normal samples.
596,Sample,empty,MV,stage1,True,MV,0.95,,Value 'empty' is a missing value indicator; should be a patient count like normal samples.
596,CountyName,coffee,DIST,stage2,False,NONE,0.9,,"'coffee' is a valid county in Alabama, present in normal samples, and consistent with State 'al'."
596,Condition,heart attack,DIST,stage2,False,NONE,0.9,,"'heart attack' is correctly spelled, present in normal samples, and matches MeasureCode and MeasureName."
597,Score,empty,MV,stage1,True,MV,0.99,,值为缺失哨兵 'empty'，应视为缺失值
597,Sample,empty,MV,stage1,True,MV,0.99,,值为缺失哨兵 'empty'，应视为缺失值
597,CountyName,coffee,DIST,stage2,False,NONE,0.95,,Coffee County 是 Elba 市所在县，正常样例中也包含 'coffee'，无错误
597,Condition,heart attack,DIST,stage2,False,NONE,0.95,,'heart attack' 拼写正确，且与同行 MeasureName 一致，无错误
598,MeasureCode,hf-1,DIST,stage2,False,NONE,0.95,,"MeasureCode hf-1 aligns with heart failure condition and measure name; Stateavg includes same code, consistent pattern."
599,Condition,heart faixure,FI,stage1,True,T,0.98,heart failure,"Typo in 'faixure', likely intended 'failure' based on normal samples and context."
600,Score,empty,MV,stage1,True,MV,0.95,,Score值为'empty'，是缺失哨兵，不符合该列百分比数字的格式，且同行Sample为'0 patients'，可能分母为零导致数据缺失，应视为缺失值。建议修复为空值。
600,CountyName,coffee,DIST,stage2,False,NONE,0.98,,CountyName为'coffee'，同行City为'elba'，State为'al'，阿拉巴马州Coffee县确实包含Elba市，且正常样例中包含'coffee'，因此该值为正确值，前序标记为误报。
601,Score,empty,MV,stage1,True,MV,0.9,,Score列为缺失哨兵'empty'，样本量为0患者，可能无有效得分，但仍为缺失值需处理
601,City,exba,T,stage1,True,T,1.0,elba,与医院名'elba general hospital'及邮编36323对应的Elba不一致，编辑距离1，明显拼写错误
601,CountyName,coffee,DIST,stage2,False,NONE,1.0,,"Coffee是Alabama合法县名，与Elba, AL 36323匹配，且出现在正常样例中，为误报"
602,CountyName,coffxx,T,stage1,True,T,0.95,coffee,"与正常样例'coffee'编辑距离仅2，且所在城市Elba属于Coffee County, AL"
602,EmergencyService,yes,DIST,stage2,False,NONE,0.99,,'yes'是正常样例常见值，符合急诊服务属性，前序标记为误报
606,Stateavg,al_pn-6,DIST,stage2,False,NONE,0.95,,"Value 'al_pn-6' matches combination of State='al' and MeasureCode='pn-6', consistent with other normal samples like 'al_hf-3' etc. No error."
608,ProviderNumber,x0027,FI,stage1,True,FI,0.9,,ProviderNumber 应为5位数字，'x0027'包含字母不符合格式
608,Condition,surgical ixfectiox prevextiox,FI,stage1,True,T,0.95,surgical infection prevention,'surgical ixfectiox prevextiox' 明显拼写错误，应为 'surgical infection prevention'
608,Score,empty,MV,stage1,True,MV,0.99,,'empty' 是缺失哨兵，表示数据缺失
608,Sample,empty,MV,stage1,True,MV,0.99,,'empty' 是缺失哨兵，表示数据缺失
608,CountyName,coffee,DIST,stage2,False,NONE,0.9,,Coffee County 是有效县名，在正常样本中，且与州信息一致
609,Score,empty,MV,stage1,True,MV,0.98,,缺失值哨兵'empty'，应记录实际百分比
609,Sample,empty,MV,stage1,True,MV,0.98,,缺失值哨兵'empty'，应记录实际患者数
609,ZipCode,36323,DIST,stage2,False,NONE,0.95,,"与City及State一致，Elba, AL邮编确为36323"
609,City,elba,DIST,stage2,False,NONE,0.95,,与ZipCode及State一致，确为Elba城市
610,Score,empty,MV,stage1,True,MV,0.99,,"Value is 'empty', a clear missing value indicator; no score provided."
610,Sample,empty,MV,stage1,True,MV,0.99,,"Value is 'empty', a clear missing value indicator."
610,ZipCode,36323,DIST,stage2,False,NONE,0.9,,"36323 is the correct ZIP code for Elba, Alabama; consistent with City and State."
610,City,elba,DIST,stage2,False,NONE,0.9,,"Elba is a valid city in Coffee County, AL; consistent with ZIP code 36323."
611,Score,empty,MV,stage1,True,MV,0.98,,Score应为百分比数值，'empty'是缺失哨兵，符合MV定义。
611,Sample,empty,MV,stage1,True,MV,0.98,,Sample应为患者计数，'empty'是缺失哨兵，符合MV定义。
611,Condition,surgical infection prevention,DIST,stage2,False,NONE,0.95,,'surgical infection prevention' 是该列正常值之一，与正常样本完全一致，非错误。
611,ZipCode,36323,DIST,stage2,False,NONE,0.95,,36323是阿拉巴马州Elba的有效邮政编码，与City/State一致，分布差异因样本局限导致。
612,Score,empty,MV,stage1,True,MV,1.0,,值为缺失哨兵 'empty'，正常值应为百分比数字
612,Sample,empty,MV,stage1,True,MV,1.0,,值为缺失哨兵 'empty'，正常值应为患者计数格式
612,MeasureName,all heaxt suxgexy patients whose blood sugax (blood glucose) is kept undex good contxol in the days xight aftex suxgexy,VAD,stage1,True,VAD,1.0,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,与 MeasureCode 'scip-inf-4' 对应的标准名称严重不符，存在多处拼写错误，违反跨列依赖
612,CountyName,coffee,DIST,stage2,False,NONE,1.0,,Coffee 是阿拉巴马州真实县名，且与城市 Elba 及邮编 36323 一致，不是错误
612,ZipCode,36323,DIST,stage2,False,NONE,1.0,,36323 是 Alabama 州 Elba 市的有效邮编，与同行城市、州、县匹配
613,Score,empty,MV,stage1,True,MV,1.0,,"Value 'empty' is a missing value indicator, not a valid percentage score."
613,Sample,empty,MV,stage1,True,MV,1.0,,"Value 'empty' is a missing value indicator, not a valid patient count."
613,Condition,surgical infection prevention,DIST,stage2,False,NONE,1.0,,Value appears in normal samples and is consistent with MeasureCode and MeasureName.
613,Address,987 drayton street,DIST,stage2,False,NONE,0.95,,"Address format is valid, no typo or cross-column inconsistency detected."
614,Score,empty,MV,stage1,True,MV,0.95,,"Value 'empty' is a missing value sentinel, not a percentage."
614,Sample,empty,MV,stage1,True,MV,0.95,,"Value 'empty' is a missing value sentinel, not a patient count."
614,Condition,surgical infection prevention,DIST,stage2,False,NONE,0.95,,Value matches normal samples and is consistent with MeasureCode and MeasureName.
614,CountyName,coffee,DIST,stage2,False,NONE,0.95,,"Value is in normal samples and county Coffee is consistent with City Elba, AL."
615,Score,empty,MV,stage1,True,MV,0.99,,缺失值哨兵'empty'，应填充实际百分比或留空
615,Sample,empty,MV,stage1,True,MV,0.99,,缺失值哨兵'empty'，应填充实际样本数
615,Condition,surgical infection prevention,DIST,stage2,False,NONE,0.95,,在正常样例中完整匹配，未见错误
615,ProviderNumber,10027,DIST,stage2,False,NONE,0.95,,符合正常样例格式，未见异常
619,Address,2000 pepperell parkway,DIST,stage2,False,NONE,0.95,,"Address format is normal, consistent with typical street addresses, no cross-column inconsistency."
619,ProviderNumber,10029,DIST,stage2,False,NONE,0.95,,"Valid 5-digit provider number within normal range, no format error."
621,Score,empty,MV,stage1,False,NONE,0.95,,Sample为0 patients，无相关患者，Score应为空，'empty'合理表示数据缺失，非错误
