row_id,column,value,error_type,violated_rule,reason,suggested_fix,confidence
934,Address,515 miranda sx,T,typo_near_frequent,疑似拼写错误: '515 miranda sx'(出现1次) 与高频值 '515 miranda st'(出现22次) 编辑距离1,515 miranda st,1.0
935,Address,515 miranxa st,T,typo_near_frequent,疑似拼写错误: '515 miranxa st'(出现1次) 与高频值 '515 miranda st'(出现22次) 编辑距离1,515 miranda st,1.0
945,Address,515 mirxndx st,T,typo_near_frequent,疑似拼写错误: '515 mirxndx st'(出现1次) 与高频值 '515 miranda st'(出现22次) 编辑距离2,515 miranda st,0.957
986,Address,150 gilxreath drive,T,typo_near_frequent,疑似拼写错误: '150 gilxreath drive'(出现1次) 与高频值 '150 gilbreath drive'(出现19次) 编辑距离1,150 gilbreath drive,0.98
3,City,birminghxm,T,typo_near_frequent,疑似拼写错误: 'birminghxm'(出现1次) 与高频值 'birmingham'(出现75次) 编辑距离1,birmingham,1.0
7,City,birmingxam,T,typo_near_frequent,疑似拼写错误: 'birmingxam'(出现1次) 与高频值 'birmingham'(出现75次) 编辑距离1,birmingham,1.0
10,City,sheffxeld,T,typo_near_frequent,疑似拼写错误: 'sheffxeld'(出现1次) 与高频值 'sheffield'(出现24次) 编辑距离1,sheffield,1.0
56,City,boxz,T,typo_near_frequent,疑似拼写错误: 'boxz'(出现1次) 与高频值 'boaz'(出现24次) 编辑距离1,boaz,1.0
79,City,fxorence,T,typo_near_frequent,疑似拼写错误: 'fxorence'(出现1次) 与高频值 'florence'(出现22次) 编辑距离1,florence,1.0
88,City,florxncx,T,typo_near_frequent,疑似拼写错误: 'florxncx'(出现1次) 与高频值 'florence'(出现22次) 编辑距离2,florence,0.925
93,City,flxrence,T,typo_near_frequent,疑似拼写错误: 'flxrence'(出现1次) 与高频值 'florence'(出现22次) 编辑距离1,florence,1.0
180,City,guntxrsvillx,T,typo_near_frequent,疑似拼写错误: 'guntxrsvillx'(出现1次) 与高频值 'guntersville'(出现24次) 编辑距离2,guntersville,0.95
207,City,birmixgham,T,typo_near_frequent,疑似拼写错误: 'birmixgham'(出现1次) 与高频值 'birmingham'(出现75次) 编辑距离1,birmingham,1.0
212,City,bxrmxngham,T,typo_near_frequent,疑似拼写错误: 'bxrmxngham'(出现1次) 与高频值 'birmingham'(出现75次) 编辑距离2,birmingham,0.94
228,City,fort payxe,T,typo_near_frequent,疑似拼写错误: 'fort payxe'(出现1次) 与高频值 'fort payne'(出现24次) 编辑距离1,fort payne,1.0
367,City,winfielx,T,typo_near_frequent,疑似拼写错误: 'winfielx'(出现1次) 与高频值 'winfield'(出现24次) 编辑距离1,winfield,1.0
437,City,anchoraxe,T,typo_near_frequent,疑似拼写错误: 'anchoraxe'(出现1次) 与高频值 'anchorage'(出现17次) 编辑距离1,anchorage,0.94
474,City,ozarx,T,typo_near_frequent,疑似拼写错误: 'ozarx'(出现1次) 与高频值 'ozark'(出现23次) 编辑距离1,ozark,1.0
485,City,xzark,T,typo_near_frequent,疑似拼写错误: 'xzark'(出现1次) 与高频值 'ozark'(出现23次) 编辑距离1,ozark,1.0
517,City,montxomery,T,typo_near_frequent,疑似拼写错误: 'montxomery'(出现1次) 与高频值 'montgomery'(出现49次) 编辑距离1,montgomery,1.0
578,City,vallex,T,typo_near_frequent,疑似拼写错误: 'vallex'(出现1次) 与高频值 'valley'(出现23次) 编辑距离1,valley,1.0
590,City,vxlley,T,typo_near_frequent,疑似拼写错误: 'vxlley'(出现1次) 与高频值 'valley'(出现23次) 编辑距离1,valley,1.0
601,City,exba,T,typo_near_frequent,疑似拼写错误: 'exba'(出现1次) 与高频值 'elba'(出现24次) 编辑距离1,elba,1.0
690,City,birminxham,T,typo_near_frequent,疑似拼写错误: 'birminxham'(出现1次) 与高频值 'birmingham'(出现75次) 编辑距离1,birmingham,1.0
696,City,tallaxxee,T,typo_near_frequent,疑似拼写错误: 'tallaxxee'(出现1次) 与高频值 'tallassee'(出现24次) 编辑距离2,tallassee,0.933
736,City,cuxxman,T,typo_near_frequent,疑似拼写错误: 'cuxxman'(出现1次) 与高频值 'cullman'(出现24次) 编辑距离2,cullman,0.914
756,City,andaluxia,T,typo_near_frequent,疑似拼写错误: 'andaluxia'(出现1次) 与高频值 'andalusia'(出现24次) 编辑距离1,andalusia,1.0
772,City,annxston,T,typo_near_frequent,疑似拼写错误: 'annxston'(出现1次) 与高频值 'anniston'(出现26次) 编辑距离1,anniston,1.0
821,City,gxdsden,T,typo_near_frequent,疑似拼写错误: 'gxdsden'(出现1次) 与高频值 'gadsden'(出现52次) 编辑距离1,gadsden,1.0
855,City,hamilxon,T,typo_near_frequent,疑似拼写错误: 'hamilxon'(出现1次) 与高频值 'hamilton'(出现24次) 编辑距离1,hamilton,1.0
895,City,faxette,T,typo_near_frequent,疑似拼写错误: 'faxette'(出现1次) 与高频值 'fayette'(出现24次) 编辑距离1,fayette,1.0
949,City,geoxgiana,T,typo_near_frequent,疑似拼写错误: 'geoxgiana'(出现1次) 与高频值 'georgiana'(出现24次) 编辑距离1,georgiana,1.0
960,City,enterprxse,T,typo_near_frequent,疑似拼写错误: 'enterprxse'(出现1次) 与高频值 'enterprise'(出现23次) 编辑距离1,enterprise,1.0
985,City,onxonta,T,typo_near_frequent,疑似拼写错误: 'onxonta'(出现1次) 与高频值 'oneonta'(出现19次) 编辑距离1,oneonta,0.98
67,CountyName,mxrshxll,T,typo_near_frequent,疑似拼写错误: 'mxrshxll'(出现1次) 与高频值 'marshall'(出现49次) 编辑距离2,marshall,0.925
72,CountyName,laudxrdalx,T,typo_near_frequent,疑似拼写错误: 'laudxrdalx'(出现1次) 与高频值 'lauderdale'(出现23次) 编辑距离2,lauderdale,0.94
77,CountyName,laudexdale,T,typo_near_frequent,疑似拼写错误: 'laudexdale'(出现1次) 与高频值 'lauderdale'(出现23次) 编辑距离1,lauderdale,1.0
136,CountyName,crxnshaw,T,typo_near_frequent,疑似拼写错误: 'crxnshaw'(出现1次) 与高频值 'crenshaw'(出现24次) 编辑距离1,crenshaw,1.0
216,CountyName,jeffersxn,T,typo_near_frequent,疑似拼写错误: 'jeffersxn'(出现1次) 与高频值 'jefferson'(出现99次) 编辑距离1,jefferson,1.0
221,CountyName,dx kalb,T,typo_near_frequent,疑似拼写错误: 'dx kalb'(出现2次) 与高频值 'de kalb'(出现21次) 编辑距离1,de kalb,0.81
223,CountyName,xe kalb,T,typo_near_frequent,疑似拼写错误: 'xe kalb'(出现2次) 与高频值 'de kalb'(出现21次) 编辑距离1,de kalb,0.81
227,CountyName,dx kalb,T,typo_near_frequent,疑似拼写错误: 'dx kalb'(出现2次) 与高频值 'de kalb'(出现21次) 编辑距离1,de kalb,0.81
238,CountyName,xe kalb,T,typo_near_frequent,疑似拼写错误: 'xe kalb'(出现2次) 与高频值 'de kalb'(出现21次) 编辑距离1,de kalb,0.81
252,CountyName,xlarke,T,typo_near_frequent,疑似拼写错误: 'xlarke'(出现1次) 与高频值 'clarke'(出现24次) 编辑距离1,clarke,1.0
312,CountyName,calhoxn,T,typo_near_frequent,疑似拼写错误: 'calhoxn'(出现1次) 与高频值 'calhoun'(出现26次) 编辑距离1,calhoun,1.0
324,CountyName,caxhoun,T,typo_near_frequent,疑似拼写错误: 'caxhoun'(出现1次) 与高频值 'calhoun'(出现26次) 编辑距离1,calhoun,1.0
346,CountyName,housxon,T,typo_near_frequent,疑似拼写错误: 'housxon'(出现1次) 与高频值 'houston'(出现41次) 编辑距离1,houston,1.0
415,CountyName,tallaxega,T,typo_near_frequent,疑似拼写错误: 'tallaxega'(出现1次) 与高频值 'talladega'(出现17次) 编辑距离1,talladega,0.94
456,CountyName,jxffxrson,T,typo_near_frequent,疑似拼写错误: 'jxffxrson'(出现2次) 与高频值 'jefferson'(出现99次) 编辑距离2,jefferson,0.933
457,CountyName,xefferson,T,typo_near_frequent,疑似拼写错误: 'xefferson'(出现1次) 与高频值 'jefferson'(出现99次) 编辑距离1,jefferson,1.0
465,CountyName,jexxerson,T,typo_near_frequent,疑似拼写错误: 'jexxerson'(出现2次) 与高频值 'jefferson'(出现99次) 编辑距离2,jefferson,0.933
527,CountyName,monxgomery,T,typo_near_frequent,疑似拼写错误: 'monxgomery'(出现2次) 与高频值 'montgomery'(出现47次) 编辑距离1,montgomery,1.0
540,CountyName,montgomexy,T,typo_near_frequent,疑似拼写错误: 'montgomexy'(出现1次) 与高频值 'montgomery'(出现47次) 编辑距离1,montgomery,1.0
551,CountyName,monxgomery,T,typo_near_frequent,疑似拼写错误: 'monxgomery'(出现2次) 与高频值 'montgomery'(出现47次) 编辑距离1,montgomery,1.0
578,CountyName,xhambers,T,typo_near_frequent,疑似拼写错误: 'xhambers'(出现1次) 与高频值 'chambers'(出现23次) 编辑距离1,chambers,1.0
590,CountyName,chaxbers,T,typo_near_frequent,疑似拼写错误: 'chaxbers'(出现1次) 与高频值 'chambers'(出现23次) 编辑距离1,chambers,1.0
602,CountyName,coffxx,T,typo_near_frequent,疑似拼写错误: 'coffxx'(出现1次) 与高频值 'coffee'(出现48次) 编辑距离2,coffee,0.9
633,CountyName,xee,T,typo_near_frequent,疑似拼写错误: 'xee'(出现1次) 与高频值 'lee'(出现24次) 编辑距离1,lee,1.0
672,CountyName,jxffxrson,T,typo_near_frequent,疑似拼写错误: 'jxffxrson'(出现2次) 与高频值 'jefferson'(出现99次) 编辑距离2,jefferson,0.933
689,CountyName,jexxerson,T,typo_near_frequent,疑似拼写错误: 'jexxerson'(出现2次) 与高频值 'jefferson'(出现99次) 编辑距离2,jefferson,0.933
692,CountyName,elmoxe,T,typo_near_frequent,疑似拼写错误: 'elmoxe'(出现1次) 与高频值 'elmore'(出现23次) 编辑距离1,elmore,1.0
698,CountyName,elxore,T,typo_near_frequent,疑似拼写错误: 'elxore'(出现1次) 与高频值 'elmore'(出现23次) 编辑距离1,elmore,1.0
722,CountyName,cxllman,T,typo_near_frequent,疑似拼写错误: 'cxllman'(出现2次) 与高频值 'cullman'(出现23次) 编辑距离1,cullman,0.83
730,CountyName,cxllman,T,typo_near_frequent,疑似拼写错误: 'cxllman'(出现2次) 与高频值 'cullman'(出现23次) 编辑距离1,cullman,0.83
752,CountyName,coxington,T,typo_near_frequent,疑似拼写错误: 'coxington'(出现1次) 与高频值 'covington'(出现49次) 编辑距离1,covington,1.0
785,CountyName,madisxn,T,typo_near_frequent,疑似拼写错误: 'madisxn'(出现1次) 与高频值 'madison'(出现26次) 编辑距离1,madison,1.0
798,CountyName,madisox,T,typo_near_frequent,疑似拼写错误: 'madisox'(出现1次) 与高频值 'madison'(出现26次) 编辑距离1,madison,1.0
895,CountyName,fayexxe,T,typo_near_frequent,疑似拼写错误: 'fayexxe'(出现1次) 与高频值 'fayette'(出现24次) 编辑距离2,fayette,0.914
917,CountyName,etowxh,T,typo_near_frequent,疑似拼写错误: 'etowxh'(出现1次) 与高频值 'etowah'(出现52次) 编辑距离1,etowah,1.0
943,CountyName,butxer,T,typo_near_frequent,疑似拼写错误: 'butxer'(出现1次) 与高频值 'butler'(出现24次) 编辑距离1,butler,1.0
966,CountyName,cxffee,T,typo_near_frequent,疑似拼写错误: 'cxffee'(出现1次) 与高频值 'coffee'(出现48次) 编辑距离1,coffee,1.0
264,MeasureCode,scxp-xnf-3,T,typo_near_frequent,疑似拼写错误: 'scxp-xnf-3'(出现1次) 与高频值 'scip-inf-3'(出现37次) 编辑距离2,scip-inf-3,0.94
580,MeasureCode,px-5c,T,typo_near_frequent,疑似拼写错误: 'px-5c'(出现1次) 与高频值 'pn-5c'(出现38次) 编辑距离1,pn-5c,1.0
94,MeasureName,xeart attack patients given aspirin at arrival,T,typo_near_frequent,疑似拼写错误: 'xeart attack patients given aspirin at arrival'(出现1次) 与高频值 'heart attack patients given aspirin at arrival'(出现35次) 编辑距离1,heart attack patients given aspirin at arrival,1.0
119,MeasureName,heart attack patients given aspirin at arrivax,T,typo_near_frequent,疑似拼写错误: 'heart attack patients given aspirin at arrivax'(出现1次) 与高频值 'heart attack patients given aspirin at arrival'(出现35次) 编辑距离1,heart attack patients given aspirin at arrival,1.0
145,MeasureName,heart attaxk patients given aspirin at disxharge,T,typo_near_frequent,疑似拼写错误: 'heart attaxk patients given aspirin at disxharge'(出现1次) 与高频值 'heart attack patients given aspirin at discharge'(出现39次) 编辑距离2,heart attack patients given aspirin at discharge,0.987
389,MeasureName,heart xailure patients given smoking cessation advice/counseling,T,typo_near_frequent,疑似拼写错误: 'heart xailure patients given smoking cessation advice/counseling'(出现1次) 与高频值 'heart failure patients given smoking cessation advice/counseling'(出现38次) 编辑距离1,heart failure patients given smoking cessation advice/counseling,1.0
650,MeasureName,heart failure patients given ace inhibitor or arb for left xentricular systolic dysfunction (lxsd),T,typo_near_frequent,疑似拼写错误: 'heart failure patients given ace inhibitor or arb for left xentricular systolic dysfunction (lxsd)'(出现1次) 与高频值 'heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)'(出现39次) 编辑距离2,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),0.994
893,MeasureName,pneumonia patients assessed and given influenza vaxxination,T,typo_near_frequent,疑似拼写错误: 'pneumonia patients assessed and given influenza vaxxination'(出现1次) 与高频值 'pneumonia patients assessed and given influenza vaccination'(出现36次) 编辑距离2,pneumonia patients assessed and given influenza vaccination,0.99
448,HospitalName,xlxskx regionxl hospitxl,VAD,fd:ProviderNumber->HospitalName,"违反依赖 ProviderNumber->HospitalName: 当 ProviderNumber='20017' 时 HospitalName 多数为 'alaska regional hospital'(94%, n=18), 但此处为 'xlxskx regionxl hospitxl'",alaska regional hospital,0.944
560,HospitalName,jaxkson hospital & xlinix inx,VAD,fd:ProviderNumber->HospitalName,"违反依赖 ProviderNumber->HospitalName: 当 ProviderNumber='10024' 时 HospitalName 多数为 'jackson hospital & clinic inc'(96%, n=24), 但此处为 'jaxkson hospital & xlinix inx'",jackson hospital & clinic inc,0.958
730,HospitalName,cullmxn regionxl medicxl center,VAD,fd:ProviderNumber->HospitalName,"违反依赖 ProviderNumber->HospitalName: 当 ProviderNumber='10035' 时 HospitalName 多数为 'cullman regional medical center'(96%, n=23), 但此处为 'cullmxn regionxl medicxl center'",cullman regional medical center,0.957
758,HospitalName,andaxusia regionax hospitax,VAD,fd:ProviderNumber->HospitalName,"违反依赖 ProviderNumber->HospitalName: 当 ProviderNumber='10036' 时 HospitalName 多数为 'andalusia regional hospital'(92%, n=24), 但此处为 'andaxusia regionax hospitax'",andalusia regional hospital,0.917
57,Address,2505xuxsxhighwayx431xnorth,VAD,fd:ProviderNumber->Address,"违反依赖 ProviderNumber->Address: 当 ProviderNumber='10005' 时 Address 多数为 '2505 u s highway 431 north'(96%, n=24), 但此处为 '2505xuxsxhighwayx431xnorth'",2505 u s highway 431 north,0.958
94,Address,702xnxmainxst,VAD,fd:ProviderNumber->Address,"违反依赖 ProviderNumber->Address: 当 ProviderNumber='10007' 时 Address 多数为 '702 n main st'(92%, n=25), 但此处为 '702xnxmainxst'",702 n main st,0.92
161,Address,201 pine sxreex norxhwesx,VAD,fd:ProviderNumber->Address,"违反依赖 ProviderNumber->Address: 当 ProviderNumber='10009' 时 Address 多数为 '201 pine street northwest'(96%, n=25), 但此处为 '201 pine sxreex norxhwesx'",201 pine street northwest,0.96
275,Address,1000 fixst stxeet noxth,VAD,fd:ProviderNumber->Address,"违反依赖 ProviderNumber->Address: 当 ProviderNumber='10016' 时 Address 多数为 '1000 first street north'(96%, n=24), 但此处为 '1000 fixst stxeet noxth'",1000 first street north,0.958
316,Address,301xeastx18thxst,VAD,fd:ProviderNumber->Address,"违反依赖 ProviderNumber->Address: 当 ProviderNumber='10038' 时 Address 多数为 '301 east 18th st'(93%, n=27), 但此处为 '301xeastx18thxst'",301 east 18th st,0.926
334,Address,4370xwestxmainxstreet,VAD,fd:ProviderNumber->Address,"违反依赖 ProviderNumber->Address: 当 ProviderNumber='10055' 时 Address 多数为 '4370 west main street'(94%, n=17), 但此处为 '4370xwestxmainxstreet'",4370 west main street,0.941
363,Address,1530xuxsxhighwayx43,VAD,fd:ProviderNumber->Address,"违反依赖 ProviderNumber->Address: 当 ProviderNumber='10086' 时 Address 多数为 '1530 u s highway 43'(96%, n=24), 但此处为 '1530xuxsxhighwayx43'",1530 u s highway 43,0.958
736,Address,1912xalabamaxhighwayx157,VAD,fd:ProviderNumber->Address,"违反依赖 ProviderNumber->Address: 当 ProviderNumber='10035' 时 Address 多数为 '1912 alabama highway 157'(96%, n=23), 但此处为 '1912xalabamaxhighwayx157'",1912 alabama highway 157,0.957
915,Address,600 souxh xhird sxreex,VAD,fd:ProviderNumber->Address,"违反依赖 ProviderNumber->Address: 当 ProviderNumber='10046' 时 Address 多数为 '600 south third street'(96%, n=28), 但此处为 '600 souxh xhird sxreex'",600 south third street,0.964
956,Address,400xnxedwardsxstreet,VAD,fd:ProviderNumber->Address,"违反依赖 ProviderNumber->Address: 当 ProviderNumber='10049' 时 Address 多数为 '400 n edwards street'(96%, n=24), 但此处为 '400xnxedwardsxstreet'",400 n edwards street,0.958
311,City,axxistox,VAD,fd:ProviderNumber->City,"违反依赖 ProviderNumber->City: 当 ProviderNumber='10038' 时 City 多数为 'anniston'(93%, n=27), 但此处为 'axxistox'",anniston,0.926
654,City,wxdowxx,VAD,fd:ProviderNumber->City,"违反依赖 ProviderNumber->City: 当 ProviderNumber='10032' 时 City 多数为 'wedowee'(96%, n=23), 但此处为 'wxdowxx'",wedowee,0.957
968,City,xntxrprisx,VAD,fd:ProviderNumber->City,"违反依赖 ProviderNumber->City: 当 ProviderNumber='10049' 时 City 多数为 'enterprise'(92%, n=24), 但此处为 'xntxrprisx'",enterprise,0.917
42,State,xl,VAD,fd:ProviderNumber->State,"违反依赖 ProviderNumber->State: 当 ProviderNumber='10001' 时 State 多数为 'al'(96%, n=25), 但此处为 'xl'",al,0.96
46,State,xl,VAD,fd:ProviderNumber->State,"违反依赖 ProviderNumber->State: 当 ProviderNumber='10005' 时 State 多数为 'al'(92%, n=24), 但此处为 'xl'",al,0.917
50,State,xl,VAD,fd:ProviderNumber->State,"违反依赖 ProviderNumber->State: 当 ProviderNumber='10005' 时 State 多数为 'al'(92%, n=24), 但此处为 'xl'",al,0.917
83,State,xl,VAD,fd:ProviderNumber->State,"违反依赖 ProviderNumber->State: 当 ProviderNumber='10006' 时 State 多数为 'al'(96%, n=24), 但此处为 'xl'",al,0.958
98,State,xl,VAD,fd:ProviderNumber->State,"违反依赖 ProviderNumber->State: 当 ProviderNumber='10007' 时 State 多数为 'al'(96%, n=25), 但此处为 'xl'",al,0.96
119,State,ax,VAD,fd:ProviderNumber->State,"违反依赖 ProviderNumber->State: 当 ProviderNumber='10008' 时 State 多数为 'al'(92%, n=25), 但此处为 'ax'",al,0.92
140,State,ax,VAD,fd:ProviderNumber->State,"违反依赖 ProviderNumber->State: 当 ProviderNumber='10008' 时 State 多数为 'al'(92%, n=25), 但此处为 'ax'",al,0.92
165,State,ax,VAD,fd:ProviderNumber->State,"违反依赖 ProviderNumber->State: 当 ProviderNumber='10009' 时 State 多数为 'al'(96%, n=25), 但此处为 'ax'",al,0.96
182,State,xl,VAD,fd:ProviderNumber->State,"违反依赖 ProviderNumber->State: 当 ProviderNumber='10010' 时 State 多数为 'al'(96%, n=25), 但此处为 'xl'",al,0.96
228,State,ax,VAD,fd:ProviderNumber->State,"违反依赖 ProviderNumber->State: 当 ProviderNumber='10012' 时 State 多数为 'al'(96%, n=25), 但此处为 'ax'",al,0.96
278,State,xl,VAD,fd:ProviderNumber->State,"违反依赖 ProviderNumber->State: 当 ProviderNumber='10016' 时 State 多数为 'al'(96%, n=24), 但此处为 'xl'",al,0.958
356,State,ax,VAD,fd:ProviderNumber->State,"违反依赖 ProviderNumber->State: 当 ProviderNumber='10086' 时 State 多数为 'al'(96%, n=24), 但此处为 'ax'",al,0.958
386,State,xl,VAD,fd:ProviderNumber->State,"违反依赖 ProviderNumber->State: 当 ProviderNumber='10087' 时 State 多数为 'al'(92%, n=13), 但此处为 'xl'",al,0.923
402,State,ax,VAD,fd:ProviderNumber->State,"违反依赖 ProviderNumber->State: 当 ProviderNumber='10108' 时 State 多数为 'al'(95%, n=19), 但此处为 'ax'",al,0.947
477,State,xl,VAD,fd:ProviderNumber->State,"违反依赖 ProviderNumber->State: 当 ProviderNumber='10021' 时 State 多数为 'al'(92%, n=25), 但此处为 'xl'",al,0.92
483,State,xl,VAD,fd:ProviderNumber->State,"违反依赖 ProviderNumber->State: 当 ProviderNumber='10021' 时 State 多数为 'al'(92%, n=25), 但此处为 'xl'",al,0.92
504,State,ax,VAD,fd:ProviderNumber->State,"违反依赖 ProviderNumber->State: 当 ProviderNumber='10022' 时 State 多数为 'al'(96%, n=25), 但此处为 'ax'",al,0.96
572,State,ax,VAD,fd:ProviderNumber->State,"违反依赖 ProviderNumber->State: 当 ProviderNumber='10025' 时 State 多数为 'al'(96%, n=25), 但此处为 'ax'",al,0.96
592,State,ax,VAD,fd:ProviderNumber->State,"违反依赖 ProviderNumber->State: 当 ProviderNumber='10027' 时 State 多数为 'al'(96%, n=24), 但此处为 'ax'",al,0.958
701,State,xl,VAD,fd:ProviderNumber->State,"违反依赖 ProviderNumber->State: 当 ProviderNumber='10034' 时 State 多数为 'al'(96%, n=24), 但此处为 'xl'",al,0.958
764,State,xl,VAD,fd:ProviderNumber->State,"违反依赖 ProviderNumber->State: 当 ProviderNumber='10036' 时 State 多数为 'al'(96%, n=24), 但此处为 'xl'",al,0.958
791,State,xl,VAD,fd:ProviderNumber->State,"违反依赖 ProviderNumber->State: 当 ProviderNumber='10039' 时 State 多数为 'al'(96%, n=25), 但此处为 'xl'",al,0.96
884,State,xl,VAD,fd:ProviderNumber->State,"违反依赖 ProviderNumber->State: 当 ProviderNumber='10045' 时 State 多数为 'al'(91%, n=23), 但此处为 'xl'",al,0.913
886,State,xl,VAD,fd:ProviderNumber->State,"违反依赖 ProviderNumber->State: 当 ProviderNumber='10045' 时 State 多数为 'al'(91%, n=23), 但此处为 'xl'",al,0.913
922,State,ax,VAD,fd:ProviderNumber->State,"违反依赖 ProviderNumber->State: 当 ProviderNumber='10046' 时 State 多数为 'al'(96%, n=28), 但此处为 'ax'",al,0.964
502,CountyName,chxrokxx,VAD,fd:ProviderNumber->CountyName,"违反依赖 ProviderNumber->CountyName: 当 ProviderNumber='10022' 时 CountyName 多数为 'cherokee'(92%, n=25), 但此处为 'chxrokxx'",cherokee,0.92
513,CountyName,chxrokxx,VAD,fd:ProviderNumber->CountyName,"违反依赖 ProviderNumber->CountyName: 当 ProviderNumber='10022' 时 CountyName 多数为 'cherokee'(92%, n=25), 但此处为 'chxrokxx'",cherokee,0.92
24,EmergencyService,yxs,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10001' 时 EmergencyService 多数为 'yes'(92%, n=25), 但此处为 'yxs'",yes,0.92
43,EmergencyService,yex,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10001' 时 EmergencyService 多数为 'yes'(92%, n=25), 但此处为 'yex'",yes,0.92
51,EmergencyService,yxs,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10005' 时 EmergencyService 多数为 'yes'(96%, n=24), 但此处为 'yxs'",yes,0.958
157,EmergencyService,yxs,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10009' 时 EmergencyService 多数为 'yes'(96%, n=25), 但此处为 'yxs'",yes,0.96
318,EmergencyService,xes,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10038' 时 EmergencyService 多数为 'yes'(93%, n=27), 但此处为 'xes'",yes,0.926
327,EmergencyService,yex,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10038' 时 EmergencyService 多数为 'yes'(93%, n=27), 但此处为 'yex'",yes,0.926
332,EmergencyService,yex,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10055' 时 EmergencyService 多数为 'yes'(94%, n=17), 但此处为 'yex'",yes,0.941
374,EmergencyService,yex,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10086' 时 EmergencyService 多数为 'yes'(96%, n=24), 但此处为 'yex'",yes,0.958
389,EmergencyService,yxs,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10087' 时 EmergencyService 多数为 'yes'(92%, n=13), 但此处为 'yxs'",yes,0.923
410,EmergencyService,yxs,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10108' 时 EmergencyService 多数为 'yes'(95%, n=19), 但此处为 'yxs'",yes,0.947
418,EmergencyService,xo,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10164' 时 EmergencyService 多数为 'no'(94%, n=18), 但此处为 'xo'",no,0.944
492,EmergencyService,yxs,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10022' 时 EmergencyService 多数为 'yes'(96%, n=25), 但此处为 'yxs'",yes,0.96
521,EmergencyService,yxs,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10023' 时 EmergencyService 多数为 'yes'(92%, n=25), 但此处为 'yxs'",yes,0.92
536,EmergencyService,yex,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10023' 时 EmergencyService 多数为 'yes'(92%, n=25), 但此处为 'yex'",yes,0.92
564,EmergencyService,xes,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10024' 时 EmergencyService 多数为 'yes'(96%, n=24), 但此处为 'xes'",yes,0.958
579,EmergencyService,xes,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10025' 时 EmergencyService 多数为 'yes'(92%, n=25), 但此处为 'xes'",yes,0.92
587,EmergencyService,xes,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10025' 时 EmergencyService 多数为 'yes'(92%, n=25), 但此处为 'xes'",yes,0.92
628,EmergencyService,yex,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10029' 时 EmergencyService 多数为 'yes'(96%, n=23), 但此处为 'yex'",yes,0.957
653,EmergencyService,xo,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10032' 时 EmergencyService 多数为 'no'(96%, n=23), 但此处为 'xo'",no,0.957
674,EmergencyService,yex,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10033' 时 EmergencyService 多数为 'yes'(96%, n=25), 但此处为 'yex'",yes,0.96
797,EmergencyService,yxs,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10039' 时 EmergencyService 多数为 'yes'(96%, n=25), 但此处为 'yxs'",yes,0.96
809,EmergencyService,xes,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10040' 时 EmergencyService 多数为 'yes'(96%, n=25), 但此处为 'xes'",yes,0.96
